team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MIN,2025,MIN,MIN,Team Level,5on5,82,0.52,0.48,0.49,246676.0,2066.35,174.74,139.78,507.0,68.95,1107.45,826.08,167.36,176.99,169.46,1847.0,977.0,1011.0,3835.0,167.0,231.0,18.0,369.0,2.0,1029.0,1026.0,1680.0,2657.0,230.0,525.0,1691.0,1676.0,323.0,1058.0,2112.0,534.0,178.0,60.69,64.35,49.69,82.0,63.0,22.0,3896.78,2824.0,2864.44,484.0,29.13,44.45,45.56,158.3,160.14,157.09,2128.05,164.58,141.32,537.27,71.64,1168.25,855.94,158.02,163.41,156.97,1896.0,1043.0,1177.0,4116.0,158.0,211.0,17.0,448.0,5.0,1024.0,1093.0,1738.0,2781.0,259.0,588.0,1972.0,1415.0,302.0,1114.0,2342.0,465.0,132.0,68.39,59.23,36.97,73.0,62.0,23.0,4083.65,2939.0,2913.94,551.0,29.39,38.75,38.75,155.22,154.38,151.34
MIN,2025,MIN,MIN,Team Level,4on5,82,0.07,0.1,0.12,20250.0,47.23,3.26,2.14,7.3,1.4,14.72,33.18,3.24,3.26,3.24,58.0,4.0,5.0,67.0,6.0,0.0,0.0,2.0,0.0,7.0,47.0,52.0,56.0,9.0,24.0,175.0,30.0,23.0,35.0,48.0,11.0,3.0,1.1,1.36,0.81,1.0,5.0,0.0,67.0,62.0,62.0,31.0,0.51,0.0,0.0,3.77,3.77,3.75,341.2,40.87,31.9,72.95,11.29,202.09,106.9,38.08,40.87,38.08,322.0,144.0,149.0,615.0,40.0,45.0,10.0,68.0,2.0,181.0,130.0,282.0,426.0,14.0,31.0,190.0,16.0,13.0,56.0,353.0,61.0,52.0,9.59,7.34,23.94,5.0,8.0,27.0,615.0,466.0,466.0,5.0,8.3,13.02,13.9,35.27,35.27,33.98
MIN,2025,MIN,MIN,Team Level,5on4,82,0.91,0.89,0.88,23812.0,387.06,47.98,36.14,86.27,13.51,224.54,119.55,44.39,47.98,44.39,336.0,192.0,150.0,678.0,56.0,55.0,8.0,73.0,1.0,185.0,158.0,280.0,472.0,12.0,24.0,210.0,21.0,17.0,98.0,377.0,94.0,57.0,10.86,10.91,26.2,11.0,12.0,33.0,678.0,528.0,528.0,8.0,9.57,11.39,11.57,45.97,45.97,43.63,52.75,4.66,2.62,8.2,1.72,17.53,37.27,4.56,4.66,4.56,56.0,16.0,11.0,83.0,4.0,4.0,1.0,5.0,0.0,14.0,45.0,52.0,68.0,12.0,28.0,215.0,55.0,24.0,44.0,54.0,15.0,3.0,1.44,2.18,1.05,2.0,1.0,1.0,83.0,72.0,72.0,40.0,0.61,0.76,0.76,4.51,4.51,4.46
CHI,2025,CHI,CHI,Team Level,other,82,0.49,0.51,0.53,12782.0,141.79,26.89,10.83,27.59,5.04,74.67,45.97,24.84,26.89,24.84,123.0,68.0,48.0,239.0,19.0,14.0,1.0,15.0,0.0,78.0,65.0,104.0,172.0,6.0,20.0,111.0,20.0,13.0,29.0,102.0,54.0,35.0,3.86,6.64,16.4,3.0,5.0,11.0,239.0,191.0,191.0,8.0,3.19,3.66,3.73,26.35,26.35,24.86,127.16,28.38,8.55,21.65,4.22,63.98,45.22,27.48,28.38,27.48,111.0,61.0,54.0,226.0,34.0,10.0,2.0,9.0,0.0,55.0,64.0,77.0,138.0,10.0,20.0,116.0,32.0,18.0,30.0,86.0,48.0,38.0,3.51,5.86,19.01,8.0,5.0,21.0,226.0,172.0,172.0,10.0,2.42,2.94,2.97,27.83,27.83,27.18
CHI,2025,CHI,CHI,Team Level,all,82,0.44,0.46,0.46,299285.0,2306.05,219.25,158.67,553.82,76.67,1232.34,889.26,208.89,219.42,209.05,2016.0,1114.0,1052.0,4182.0,210.0,233.0,21.0,438.0,10.0,1087.0,1152.0,1806.0,2920.0,276.0,604.0,2060.0,1346.0,403.0,1299.0,2323.0,568.0,239.0,68.57,69.02,81.65,66.0,83.0,61.0,4163.23,3130.0,3121.28,618.0,35.45,43.67,43.67,211.04,211.09,204.74,2755.06,277.46,198.44,655.73,92.72,1453.61,1053.04,263.25,278.67,264.44,2457.0,1274.0,1150.0,4881.0,270.0,331.0,34.0,504.0,5.0,1293.0,1328.0,2187.0,3461.0,274.0,598.0,2417.0,1860.0,389.0,1218.0,2670.0,757.0,304.0,80.43,93.7,103.32,104.0,96.0,70.0,4926.25,3731.0,3751.2,524.0,44.14,73.1,73.22,248.38,249.55,243.78
CHI,2025,CHI,CHI,Team Level,5on5,82,0.42,0.46,0.45,241813.0,1820.73,145.68,118.17,458.6,61.17,976.04,722.34,140.91,145.85,141.06,1581.0,901.0,866.0,3348.0,151.0,191.0,19.0,358.0,9.0,848.0,925.0,1430.0,2331.0,242.0,526.0,1607.0,1261.0,338.0,1140.0,1913.0,424.0,145.0,55.03,51.55,39.1,55.0,69.0,27.0,3329.23,2482.0,2473.28,567.0,24.52,33.39,33.9,136.3,136.36,134.19,2218.66,197.59,151.13,549.82,74.72,1180.33,868.42,188.08,198.8,189.27,1981.0,1041.0,970.0,3992.0,198.0,256.0,25.0,424.0,4.0,1059.0,1081.0,1783.0,2824.0,237.0,522.0,1855.0,1746.0,319.0,1070.0,2242.0,583.0,197.0,68.02,72.17,57.4,92.0,81.0,25.0,4037.24,3022.0,3042.2,464.0,31.59,56.2,56.73,172.45,173.62,170.33
CHI,2025,CHI,CHI,Team Level,4on5,82,0.09,0.11,0.12,22541.0,48.12,4.81,2.41,7.37,1.42,14.78,32.2,4.74,4.81,4.74,47.0,16.0,6.0,69.0,5.0,1.0,1.0,5.0,0.0,10.0,42.0,42.0,58.0,5.0,10.0,160.0,54.0,41.0,47.0,44.0,14.0,5.0,1.52,1.88,1.4,3.0,0.0,2.0,69.0,63.0,63.0,38.0,0.55,0.34,0.34,5.02,5.02,4.98,353.88,46.53,35.91,75.93,12.06,191.32,101.26,42.77,46.53,42.77,307.0,156.0,115.0,578.0,36.0,63.0,7.0,63.0,1.0,166.0,134.0,271.0,427.0,13.0,26.0,246.0,23.0,18.0,60.0,289.0,110.0,64.0,7.39,13.56,25.58,4.0,9.0,23.0,578.0,463.0,463.0,1.0,9.5,13.44,13.01,43.0,43.0,41.21
CHI,2025,CHI,CHI,Team Level,5on4,82,0.89,0.86,0.84,22149.0,295.4,41.87,27.25,60.25,9.05,166.84,88.74,38.39,41.87,38.39,265.0,129.0,132.0,526.0,35.0,27.0,0.0,60.0,1.0,151.0,120.0,230.0,359.0,23.0,48.0,182.0,11.0,11.0,83.0,264.0,76.0,54.0,8.16,8.95,24.75,5.0,9.0,21.0,526.0,394.0,394.0,5.0,7.2,6.28,5.7,43.36,43.36,40.71,55.35,4.96,2.85,8.33,1.74,17.99,38.13,4.91,4.96,4.91,58.0,16.0,11.0,85.0,2.0,2.0,0.0,8.0,0.0,13.0,49.0,56.0,72.0,14.0,30.0,200.0,59.0,34.0,58.0,53.0,16.0,5.0,1.52,2.12,1.33,0.0,1.0,1.0,85.0,74.0,74.0,49.0,0.65,0.51,0.51,5.1,5.1,5.06
PHI,2025,PHI,PHI,Team Level,other,82,0.55,0.52,0.51,10626.0,159.7,37.33,11.16,28.82,5.49,81.0,56.27,35.21,37.33,35.21,145.0,76.0,87.0,308.0,40.0,11.0,3.0,22.0,0.0,81.0,67.0,105.0,181.0,6.0,12.0,109.0,33.0,23.0,33.0,110.0,54.0,57.0,4.1,6.46,26.76,9.0,8.0,23.0,308.0,221.0,221.0,14.0,3.25,2.87,2.87,37.63,37.63,35.96,155.78,30.21,10.38,28.48,4.97,79.02,56.95,28.92,30.21,28.92,136.0,74.0,75.0,285.0,30.0,12.0,1.0,15.0,1.0,68.0,84.0,106.0,180.0,15.0,28.0,153.0,27.0,19.0,44.0,114.0,57.0,39.0,5.16,6.7,18.35,5.0,10.0,15.0,285.0,210.0,210.0,20.0,2.86,3.14,3.14,29.93,29.93,29.22
PHI,2025,PHI,PHI,Team Level,all,82,0.51,0.48,0.49,301645.0,2358.33,241.58,169.34,559.99,80.02,1249.03,901.1,229.95,241.96,230.33,2090.0,1112.0,1139.0,4341.0,240.0,256.0,28.0,441.0,5.0,1107.0,1153.0,1850.0,2962.0,307.0,699.0,2211.0,1882.0,349.0,1207.0,2298.0,643.0,261.0,70.11,78.72,92.74,90.0,80.0,70.0,4342.42,3202.0,3203.01,580.0,38.21,55.24,55.36,224.37,224.77,218.76,2431.21,232.25,165.31,582.92,81.22,1308.92,949.46,222.78,233.06,223.59,2087.0,1234.0,1335.0,4656.0,239.0,237.0,25.0,401.0,3.0,1204.0,1237.0,1848.0,3082.0,301.0,677.0,2257.0,1730.0,357.0,1218.0,2499.0,578.0,244.0,77.22,69.12,85.9,97.0,83.0,59.0,4668.68,3321.0,3331.96,559.0,36.91,48.66,48.66,220.44,221.15,215.55
PHI,2025,PHI,PHI,Team Level,5on5,82,0.51,0.48,0.49,244923.0,1781.02,153.81,119.88,442.31,60.03,946.43,699.54,148.2,154.18,148.57,1577.0,845.0,908.0,3330.0,161.0,176.0,15.0,357.0,5.0,841.0,882.0,1416.0,2261.0,270.0,614.0,1708.0,1790.0,292.0,1070.0,1802.0,484.0,136.0,55.88,59.75,38.18,74.0,63.0,24.0,3331.42,2422.0,2423.01,524.0,25.0,35.56,35.98,142.83,143.23,141.03,1864.03,149.97,119.77,470.99,62.81,1003.06,746.47,145.0,150.78,145.79,1576.0,978.0,1089.0,3643.0,149.0,182.0,17.0,325.0,2.0,933.0,963.0,1427.0,2405.0,256.0,588.0,1716.0,1632.0,290.0,1048.0,1989.0,417.0,148.0,58.51,50.06,41.39,74.0,59.0,16.0,3655.68,2554.0,2564.96,489.0,24.92,35.5,35.5,139.32,140.04,137.87
PHI,2025,PHI,PHI,Team Level,4on5,82,0.12,0.12,0.14,23705.0,57.3,6.34,3.17,8.77,1.8,18.18,38.73,6.25,6.34,6.25,65.0,12.0,7.0,84.0,6.0,3.0,0.0,3.0,0.0,11.0,54.0,59.0,71.0,8.0,24.0,202.0,38.0,27.0,42.0,48.0,20.0,9.0,1.33,2.47,2.54,1.0,4.0,1.0,84.0,77.0,77.0,39.0,0.72,1.03,1.03,6.04,6.04,6.0,356.94,47.06,32.55,75.2,11.72,210.04,108.44,43.98,47.06,43.98,317.0,168.0,159.0,644.0,53.0,39.0,7.0,56.0,0.0,192.0,145.0,264.0,432.0,18.0,34.0,192.0,16.0,17.0,77.0,343.0,90.0,52.0,11.58,10.6,24.87,14.0,11.0,28.0,644.0,485.0,485.0,7.0,8.54,9.19,9.19,46.4,46.4,43.76
PHI,2025,PHI,PHI,Team Level,5on4,82,0.9,0.88,0.87,22391.0,360.32,44.1,35.12,80.09,12.7,203.43,106.55,40.3,44.1,40.3,303.0,179.0,137.0,619.0,33.0,66.0,10.0,59.0,0.0,174.0,150.0,270.0,449.0,23.0,49.0,192.0,21.0,7.0,62.0,338.0,85.0,59.0,8.8,10.04,25.26,6.0,5.0,22.0,619.0,482.0,482.0,3.0,9.24,15.78,15.47,37.86,37.86,35.77,54.47,5.01,2.61,8.26,1.72,16.79,37.61,4.9,5.01,4.9,58.0,14.0,12.0,84.0,7.0,4.0,0.0,5.0,0.0,11.0,45.0,51.0,65.0,12.0,27.0,196.0,55.0,31.0,49.0,53.0,14.0,5.0,1.95,1.77,1.29,4.0,3.0,0.0,84.0,72.0,72.0,43.0,0.59,0.83,0.83,4.78,4.78,4.7
ANA,2025,ANA,ANA,Team Level,other,82,0.48,0.54,0.54,11040.0,202.44,39.07,14.2,38.74,6.64,106.97,66.39,37.04,39.07,37.04,179.0,93.0,85.0,357.0,43.0,13.0,3.0,25.0,0.0,106.0,85.0,136.0,229.0,6.0,12.0,129.0,30.0,35.0,42.0,147.0,78.0,47.0,6.46,9.57,23.04,6.0,14.0,23.0,357.0,272.0,272.0,19.0,4.21,3.87,3.87,39.41,39.41,37.82,169.78,41.86,12.22,30.39,5.83,85.58,57.13,40.05,41.86,40.05,146.0,87.0,74.0,307.0,35.0,19.0,1.0,15.0,0.0,88.0,76.0,111.0,198.0,8.0,16.0,145.0,28.0,29.0,52.0,104.0,70.0,59.0,4.26,8.46,29.14,6.0,8.0,21.0,307.0,233.0,233.0,19.0,3.66,4.53,4.38,41.14,41.14,39.9
ANA,2025,ANA,ANA,Team Level,all,82,0.51,0.52,0.52,300631.0,2897.51,285.6,199.13,702.47,99.43,1546.37,1113.14,270.44,284.06,269.03,2527.0,1421.0,1382.0,5330.0,265.0,343.0,42.0,542.0,5.0,1368.0,1425.0,2262.0,3683.0,305.0,700.0,2290.0,1718.0,416.0,1283.0,2872.0,791.0,285.0,86.01,98.61,100.98,89.0,99.0,77.0,5287.59,3948.0,3919.92,575.0,44.66,70.72,70.79,259.41,258.38,250.87,2654.13,275.2,184.75,632.73,89.89,1402.48,1014.96,262.39,277.38,264.47,2326.0,1274.0,1287.0,4887.0,288.0,283.0,27.0,503.0,9.0,1279.0,1238.0,2038.0,3312.0,319.0,722.0,2481.0,1528.0,383.0,1396.0,2553.0,768.0,279.0,80.29,93.78,101.13,102.0,111.0,75.0,4944.42,3600.0,3637.83,647.0,41.76,56.36,56.89,260.07,262.04,255.34
ANA,2025,ANA,ANA,Team Level,5on5,82,0.52,0.52,0.52,240827.0,2234.41,187.07,145.65,568.84,77.14,1194.77,881.66,179.15,185.53,177.75,1929.0,1128.0,1127.0,4184.0,171.0,264.0,27.0,449.0,4.0,1057.0,1112.0,1758.0,2886.0,271.0,629.0,1770.0,1622.0,334.0,1110.0,2329.0,559.0,169.0,69.14,69.58,48.35,78.0,64.0,29.0,4141.59,3057.0,3028.92,512.0,30.37,50.31,50.38,167.0,165.97,163.02,2040.01,173.14,134.67,512.57,68.87,1080.03,798.72,165.28,175.33,167.35,1770.0,998.0,1040.0,3808.0,190.0,215.0,21.0,409.0,8.0,998.0,948.0,1580.0,2578.0,286.0,656.0,1868.0,1449.0,308.0,1185.0,2064.0,560.0,144.0,65.48,68.48,39.19,86.0,82.0,22.0,3865.42,2768.0,2805.83,576.0,28.18,39.31,40.37,160.95,162.93,159.37
ANA,2025,ANA,ANA,Team Level,4on5,82,0.13,0.14,0.16,24018.0,72.4,8.14,4.06,11.09,2.38,23.02,47.33,7.7,8.14,7.7,81.0,15.0,18.0,114.0,7.0,7.0,1.0,7.0,0.0,17.0,58.0,74.0,89.0,9.0,18.0,164.0,52.0,26.0,50.0,58.0,27.0,11.0,1.64,3.69,2.82,0.0,5.0,2.0,114.0,96.0,96.0,36.0,0.92,1.82,1.82,7.24,7.24,7.2,379.86,52.78,34.63,80.59,13.18,217.6,116.2,50.03,52.78,50.03,340.0,175.0,163.0,678.0,58.0,45.0,5.0,75.0,1.0,175.0,161.0,282.0,457.0,12.0,24.0,277.0,15.0,15.0,104.0,335.0,114.0,66.0,9.24,13.51,30.05,9.0,17.0,32.0,678.0,515.0,515.0,7.0,9.18,11.29,10.91,51.05,51.05,49.43
ANA,2025,ANA,ANA,Team Level,5on4,82,0.87,0.88,0.86,24746.0,388.25,51.33,35.23,83.8,13.27,221.61,117.75,46.55,51.33,46.55,338.0,185.0,152.0,675.0,44.0,59.0,11.0,61.0,1.0,188.0,170.0,294.0,479.0,19.0,41.0,227.0,14.0,21.0,81.0,338.0,127.0,58.0,8.77,15.78,26.78,5.0,16.0,23.0,675.0,523.0,523.0,8.0,9.16,14.72,14.72,45.77,45.77,42.84,64.49,7.4,3.23,9.18,2.0,19.28,42.91,7.03,7.4,7.03,70.0,14.0,10.0,94.0,5.0,4.0,0.0,4.0,0.0,18.0,53.0,65.0,79.0,13.0,26.0,191.0,36.0,31.0,55.0,50.0,24.0,10.0,1.31,3.33,2.76,1.0,4.0,0.0,94.0,84.0,84.0,45.0,0.75,1.23,1.23,6.92,6.92,6.64
CBJ,2025,CBJ,CBJ,Team Level,other,82,0.5,0.49,0.5,10563.0,170.18,35.32,11.61,30.93,5.62,86.89,58.61,33.3,35.32,33.3,159.0,70.0,71.0,300.0,34.0,11.0,2.0,24.0,2.0,90.0,68.0,125.0,195.0,3.0,6.0,124.0,34.0,22.0,34.0,129.0,54.0,46.0,5.24,6.14,23.93,2.0,10.0,22.0,300.0,229.0,229.0,12.0,3.4,3.22,3.22,35.5,35.5,33.66,169.73,35.73,12.16,30.48,5.8,89.94,57.89,31.84,35.73,31.84,148.0,84.0,79.0,311.0,36.0,15.0,1.0,22.0,0.0,80.0,79.0,112.0,196.0,6.0,12.0,139.0,26.0,18.0,37.0,119.0,63.0,50.0,5.08,7.87,22.79,9.0,8.0,19.0,311.0,232.0,232.0,15.0,3.51,5.74,5.74,33.5,33.5,31.97
CBJ,2025,CBJ,CBJ,Team Level,all,82,0.5,0.5,0.5,300143.0,2654.08,258.93,178.71,639.41,89.54,1397.69,1035.72,243.77,260.85,245.69,2411.0,1189.0,1378.0,4978.0,246.0,295.0,26.0,513.0,4.0,1316.0,1226.0,2165.0,3354.0,269.0,607.0,2359.0,1577.0,413.0,1274.0,2662.0,650.0,288.0,81.2,79.44,98.29,99.0,86.0,61.0,5045.07,3600.0,3643.8,614.0,39.67,62.76,62.76,235.84,237.93,229.92,2667.61,258.77,184.41,646.88,90.67,1441.16,1029.13,243.25,258.19,242.7,2365.0,1286.0,1338.0,4989.0,251.0,276.0,24.0,550.0,11.0,1292.0,1271.0,2114.0,3400.0,239.0,554.0,2306.0,1501.0,374.0,1268.0,2744.0,631.0,276.0,83.79,77.55,97.43,116.0,64.0,71.0,4952.82,3651.0,3633.07,600.0,41.18,61.77,62.72,237.23,236.79,230.08
CBJ,2025,CBJ,CBJ,Team Level,5on5,82,0.52,0.51,0.51,248835.0,2137.38,181.84,138.84,536.62,72.4,1127.8,849.5,172.83,183.77,174.76,1909.0,998.0,1175.0,4082.0,174.0,249.0,20.0,422.0,2.0,1066.0,994.0,1735.0,2733.0,239.0,546.0,1885.0,1505.0,352.0,1146.0,2221.0,494.0,192.0,66.83,61.72,53.3,88.0,66.0,20.0,4149.07,2907.0,2950.8,567.0,28.99,49.75,49.75,161.09,163.17,159.5,2071.35,167.95,134.4,530.09,70.56,1115.95,828.05,160.47,167.37,159.91,1830.0,1017.0,1104.0,3951.0,162.0,204.0,15.0,460.0,8.0,1026.0,987.0,1668.0,2685.0,220.0,513.0,1813.0,1412.0,307.0,1135.0,2237.0,447.0,163.0,66.57,55.32,46.05,96.0,42.0,24.0,3914.82,2847.0,2829.07,556.0,27.97,42.49,42.49,153.43,152.99,149.79
CBJ,2025,CBJ,CBJ,Team Level,4on5,82,0.08,0.11,0.13,21419.0,54.92,4.64,2.68,8.09,1.71,17.23,39.65,4.59,4.64,4.59,64.0,10.0,7.0,81.0,5.0,3.0,0.0,4.0,0.0,13.0,49.0,59.0,69.0,8.0,16.0,167.0,23.0,31.0,37.0,52.0,20.0,2.0,1.68,2.36,0.6,3.0,2.0,0.0,81.0,74.0,74.0,29.0,0.62,0.32,0.32,4.94,4.94,4.91,383.11,51.42,35.72,79.56,12.86,220.5,112.95,47.29,51.42,47.29,342.0,171.0,151.0,664.0,50.0,57.0,8.0,64.0,3.0,177.0,162.0,292.0,463.0,6.0,12.0,196.0,16.0,16.0,62.0,342.0,113.0,58.0,10.9,13.36,27.17,9.0,13.0,28.0,664.0,513.0,513.0,4.0,9.2,13.55,14.5,46.12,46.12,44.18
CBJ,2025,CBJ,CBJ,Team Level,5on4,82,0.91,0.89,0.87,19326.0,291.6,37.13,25.59,63.77,9.79,165.76,87.97,33.03,37.13,33.03,279.0,111.0,125.0,515.0,33.0,32.0,4.0,63.0,0.0,147.0,115.0,246.0,357.0,19.0,39.0,183.0,15.0,8.0,57.0,260.0,82.0,48.0,7.45,9.22,20.46,6.0,8.0,19.0,515.0,390.0,390.0,6.0,6.65,9.48,9.48,34.31,34.31,31.85,43.43,3.69,2.13,6.73,1.45,14.77,30.24,3.66,3.69,3.66,45.0,14.0,4.0,63.0,3.0,0.0,0.0,4.0,0.0,9.0,43.0,42.0,56.0,7.0,17.0,158.0,47.0,33.0,34.0,46.0,8.0,5.0,1.25,1.0,1.43,2.0,1.0,0.0,63.0,59.0,59.0,25.0,0.5,0.0,0.0,4.18,4.18,4.16
